UserID,Username,LoginTime,IPAddress,LocationCity,LocationCountry,DeviceType,LoginStatus,SessionDuration,RiskScore,is_anomaly,anomaly_score
USR004,lisa.brown,2025-08-20 16:03:10.460591,192.168.48.143,San Antonio,Germany,Tablet,Success,346.0,32.17457929708492,0,-0.4772637610371576
USR004,lisa.brown,2025-08-24 21:43:10.460591,192.168.125.194,Phoenix,UK,Desktop,Success,29.0,39.80989336845086,0,-0.5397601738562862
USR004,lisa.brown,2025-08-25 14:57:10.460591,192.168.78.33,San Antonio,Germany,Tablet,Success,432.0,30.28611705413603,0,-0.49259436207493457
USR002,sarah.jones,2025-08-31 13:30:10.460591,192.168.87.66,Houston,Germany,Desktop,Success,264.0,39.710415350488745,0,-0.5211520983781611
USR005,david.garcia,2025-09-05 09:45:10.460591,192.168.179.215,Los Angeles,USA,Desktop,Success,374.0,5.566056764374455,0,-0.5517801853739058
USR004,lisa.brown,2025-09-04 14:01:10.460591,192.168.112.89,Chicago,UK,Tablet,Success,393.0,34.31896364040809,0,-0.49714217238220804
USR003,mike.wilson,2025-09-05 13:09:10.460591,192.168.174.12,Philadelphia,USA,Mobile,Failed,,45.511866707297344,1,-0.5961501495588171
USR005,david.garcia,2025-08-25 13:02:10.460591,192.168.191.156,Houston,USA,Tablet,Success,384.0,12.659113158265885,0,-0.5334563036287147
USR001,john.smith,2025-08-17 16:30:10.460591,192.168.169.172,Philadelphia,Canada,Mobile,Success,157.0,23.544289879301413,0,-0.5435314727612579
USR001,john.smith,2025-08-18 20:59:10.460591,192.168.155.158,New York,Canada,Desktop,Success,114.0,38.45045047094287,0,-0.51030398093932
USR003,mike.wilson,2025-09-08 12:05:10.460591,192.168.72.228,San Antonio,Germany,Mobile,Success,238.0,22.341002278596363,0,-0.4939153685824098
USR001,john.smith,2025-08-19 13:14:10.460591,192.168.29.137,New York,France,Mobile,Success,93.0,21.79403274547546,0,-0.47703233273915097
USR001,john.smith,2025-08-24 14:39:10.460591,192.168.33.255,Phoenix,UK,Mobile,Success,97.0,20.48831641968876,0,-0.5407088604700837
USR001,john.smith,2025-09-01 06:20:10.460591,192.168.243.181,Chicago,USA,Laptop,Success,421.0,17.623334755006322,0,-0.5694582846703597
USR005,david.garcia,2025-09-07 17:56:10.460591,192.168.129.122,Philadelphia,USA,Tablet,Success,338.0,9.327712759904522,1,-0.5800135577118252
USR002,sarah.jones,2025-08-12 18:08:10.460591,192.168.216.225,Los Angeles,Canada,Laptop,Success,462.0,32.4139555295484,0,-0.45390364765920377
USR002,sarah.jones,2025-08-29 15:14:10.460591,192.168.95.121,Chicago,Canada,Desktop,Success,231.0,22.607529675717416,0,-0.5210033936134013
USR005,david.garcia,2025-08-31 17:35:10.460591,192.168.13.204,Houston,France,Laptop,Success,128.0,21.61768240247777,0,-0.5575163169674436
USR005,david.garcia,2025-09-06 14:54:10.460591,192.168.118.137,New York,Germany,Desktop,Success,46.0,32.002777418936525,0,-0.5294498175321857
USR005,david.garcia,2025-09-06 19:32:10.460591,192.168.93.120,Houston,USA,Laptop,Success,219.0,12.721458324828356,0,-0.5694350470719777
USR002,sarah.jones,2025-09-08 19:34:10.460591,192.168.31.56,Houston,UK,Desktop,Success,356.0,49.41669641638309,0,-0.4891504507126695
USR005,david.garcia,2025-09-04 13:11:10.460591,192.168.193.157,San Antonio,UK,Mobile,Success,384.0,25.547261365830302,0,-0.4906280523278107
USR002,sarah.jones,2025-08-18 18:47:10.460591,192.168.178.241,San Antonio,USA,Laptop,Success,343.0,0.0,0,-0.5139513533326119
USR005,david.garcia,2025-08-27 20:32:10.460591,192.168.209.251,Houston,USA,Mobile,Success,114.0,20.038314269064372,0,-0.5046854838048316
USR002,sarah.jones,2025-08-18 19:04:10.460591,192.168.6.209,Chicago,Germany,Laptop,Success,232.0,40.17572457693845,0,-0.487955751958344
USR005,david.garcia,2025-08-30 19:46:10.460591,192.168.179.178,Los Angeles,UK,Laptop,Success,381.0,52.868183889715326,0,-0.5511792661295197
USR004,lisa.brown,2025-08-28 09:17:10.460591,192.168.194.206,San Antonio,USA,Mobile,Failed,,43.69675847115688,1,-0.6256996929263955
USR001,john.smith,2025-08-17 19:29:10.460591,192.168.91.35,Houston,Canada,Desktop,Success,114.0,54.15654704766447,1,-0.5821674651356873
USR001,john.smith,2025-08-16 20:08:10.460591,192.168.132.99,Los Angeles,Germany,Desktop,Success,114.0,44.96746655399957,0,-0.5405624903024724
USR001,john.smith,2025-08-21 04:40:10.460591,192.168.8.28,New York,Germany,Mobile,Success,255.0,63.47723060618435,0,-0.5320306640709205
USR003,mike.wilson,2025-09-02 19:47:10.460591,192.168.168.153,New York,Germany,Tablet,Success,154.0,39.00501372880034,0,-0.4406960377999803
USR003,mike.wilson,2025-08-21 14:04:10.460591,192.168.172.107,San Antonio,USA,Tablet,Success,378.0,0.0,0,-0.5232586232117492
USR004,lisa.brown,2025-08-23 21:30:10.460591,192.168.170.138,Houston,USA,Mobile,Success,211.0,12.12826358193011,0,-0.5665919451809133
USR001,john.smith,2025-09-02 16:35:10.460591,192.168.185.184,Phoenix,Canada,Mobile,Success,207.0,30.182611297296255,0,-0.4742115531584696
USR003,mike.wilson,2025-08-24 13:19:10.460591,192.168.131.97,Phoenix,USA,Tablet,Success,422.0,4.726278606987012,0,-0.5683776819270213
USR004,lisa.brown,2025-08-28 16:10:10.460591,192.168.232.77,Phoenix,Germany,Desktop,Success,99.0,38.394203068816324,0,-0.4687453060644915
USR004,lisa.brown,2025-09-05 15:59:10.460591,192.168.111.73,New York,USA,Laptop,Success,432.0,12.161635660147098,0,-0.4902147306815358
USR004,lisa.brown,2025-08-27 04:55:10.460591,192.168.55.125,Houston,Germany,Tablet,Success,253.0,54.89942471592955,0,-0.5394852034826918
USR005,david.garcia,2025-09-08 14:30:10.460591,192.168.171.249,Los Angeles,UK,Laptop,Success,471.0,21.528849808991733,0,-0.490967240768132
USR002,sarah.jones,2025-08-22 19:35:10.460591,192.168.178.27,Los Angeles,UK,Desktop,Success,183.0,35.89933549940128,0,-0.4791443880287734
USR001,john.smith,2025-08-19 16:27:10.460591,192.168.141.47,Philadelphia,France,Mobile,Success,278.0,23.120117038076508,0,-0.4672972997637312
USR005,david.garcia,2025-09-06 19:53:10.460591,192.168.134.146,Philadelphia,UK,Tablet,Success,51.0,49.63042981582844,0,-0.5587448267066374
USR004,lisa.brown,2025-09-01 22:26:10.460591,192.168.62.58,Phoenix,Canada,Laptop,Success,127.0,45.37042626446052,0,-0.5116664851332302
USR003,mike.wilson,2025-09-10 18:21:10.460591,192.168.166.100,San Antonio,UK,Laptop,Success,251.0,22.61041053707907,0,-0.46174742829721044
USR004,lisa.brown,2025-08-19 23:10:10.460591,192.168.246.17,Philadelphia,Germany,Laptop,Success,472.0,54.987180643441576,0,-0.4829132848767527
USR002,sarah.jones,2025-09-01 21:05:10.460591,192.168.171.213,Phoenix,Canada,Laptop,Success,356.0,47.61444721844036,0,-0.48612309785248015
USR005,david.garcia,2025-08-21 17:50:10.460591,192.168.209.238,Philadelphia,UK,Tablet,Success,275.0,32.20616072922793,0,-0.479069043572047
USR005,david.garcia,2025-08-15 19:43:10.460591,192.168.15.200,Los Angeles,Germany,Mobile,Success,165.0,50.89465567075993,0,-0.4868899315635151
USR005,david.garcia,2025-08-19 09:59:10.460591,192.168.132.47,Phoenix,France,Desktop,Success,219.0,25.930115691646694,0,-0.5062091906033254
USR002,sarah.jones,2025-09-05 15:32:10.460591,192.168.127.41,Philadelphia,Germany,Laptop,Success,144.0,24.096684233168936,0,-0.4534023628129537
USR002,sarah.jones,2025-08-27 21:42:10.460591,192.168.233.114,Chicago,UK,Laptop,Success,164.0,36.648098597036395,0,-0.48548296250878686
USR004,lisa.brown,2025-08-25 15:33:10.460591,192.168.132.141,Phoenix,Germany,Desktop,Success,99.0,28.92045233485598,0,-0.47434197753250534
USR001,john.smith,2025-09-01 14:03:10.460591,192.168.167.245,Phoenix,USA,Laptop,Success,423.0,0.0,0,-0.5235274563460135
USR004,lisa.brown,2025-08-13 11:43:10.460591,192.168.255.236,Houston,Germany,Laptop,Success,193.0,36.74228717874023,0,-0.4674737979419673
USR003,mike.wilson,2025-08-27 22:21:10.460591,192.168.112.38,Los Angeles,Canada,Desktop,Success,402.0,54.64165740429633,0,-0.4982874441745971
USR001,john.smith,2025-09-05 15:35:10.460591,192.168.68.100,Phoenix,UK,Tablet,Success,213.0,31.228186910161337,0,-0.49198332263874683
USR004,lisa.brown,2025-08-11 14:20:10.460591,192.168.25.59,Philadelphia,USA,Laptop,Failed,,49.5250022067549,1,-0.616777436635155
USR004,lisa.brown,2025-08-28 16:36:10.460591,192.168.27.40,Philadelphia,France,Laptop,Success,182.0,29.97066863759326,0,-0.44628675905356796
USR004,lisa.brown,2025-08-13 23:47:10.460591,192.168.33.142,Chicago,Canada,Laptop,Success,400.0,50.47917435254159,0,-0.5264429892097501
USR005,david.garcia,2025-08-13 14:20:10.460591,192.168.219.204,Phoenix,Canada,Tablet,Success,418.0,26.38044316970774,0,-0.5100338505015831
USR004,lisa.brown,2025-08-29 12:07:10.460591,192.168.183.170,Los Angeles,USA,Desktop,Success,189.0,0.0,0,-0.5310856848885027
USR002,sarah.jones,2025-09-02 16:16:10.460591,192.168.26.49,Houston,Germany,Mobile,Success,73.0,29.908005697626592,0,-0.44466310720044555
USR004,lisa.brown,2025-09-02 15:36:10.460591,192.168.189.188,Philadelphia,France,Mobile,Success,81.0,35.609633063439624,0,-0.4432689508141192
USR002,sarah.jones,2025-08-18 13:03:10.460591,192.168.100.37,Houston,France,Mobile,Success,368.0,20.750151257370025,0,-0.4840372953639449
USR005,david.garcia,2025-09-07 11:29:10.460591,192.168.211.29,New York,UK,Mobile,Success,138.0,22.21809580288847,0,-0.5602692458476052
USR002,sarah.jones,2025-09-07 21:14:10.460591,192.168.153.201,Philadelphia,France,Desktop,Success,117.0,51.2957218034483,0,-0.5375529300975781
USR004,lisa.brown,2025-08-22 15:58:10.460591,192.168.127.6,Houston,France,Laptop,Success,125.0,21.927272132597075,0,-0.47310514279033405
USR004,lisa.brown,2025-09-07 17:13:10.460591,192.168.42.133,Phoenix,France,Laptop,Success,73.0,35.99239416166573,0,-0.5155777788050072
USR004,lisa.brown,2025-09-05 16:53:10.460591,192.168.149.193,Chicago,Canada,Mobile,Success,393.0,27.79909132586677,0,-0.5073346910318824
USR005,david.garcia,2025-08-22 15:55:10.460591,192.168.45.168,Phoenix,USA,Laptop,Success,93.0,0.0,0,-0.5300920366264111
USR004,lisa.brown,2025-09-05 20:03:10.460591,192.168.57.43,San Antonio,UK,Tablet,Success,177.0,41.62513347561382,0,-0.5048188030638187
